Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Samuel Badree,51433,4,0,26,1,6.50,1,0,0
Mark Steketee,555853,4,0,29,2,7.25,2,1,0
Jason Floros,326462,1,0,16,0,16.00,0,0,0
Jack Wildermuth,570854,3,0,26,2,8.66,0,0,0
Ben Cutting,230371,4,0,42,1,10.50,3,0,0
Mitchell Swepson,590326,4,0,32,1,8.00,1,0,0
Clive Rose,288285,3,0,30,0,10.00,0,0,1
Stuart Broad,10617,3,0,24,1,8.00,0,2,1
Hamish Kingston,326679,1,0,22,0,22.00,1,0,1
Shaun Tait,8076,3,0,34,1,11.33,1,0,1
Cameron Boyce,326625,4,0,29,1,7.25,0,0,1
D'Arcy Short,308798,2.2,0,35,0,15.00,0,0,1
