Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Shannon Gabriel,446101,8,2,21,1,2.62,33,0,1,0,0,0
Jason Holder,391485,10,0,65,1,6.50,31,6,2,0,0,0
Miguel Cummins,556749,10,1,32,1,3.20,41,2,0,3,0,0
Alzarri Joseph,670031,10,0,52,1,5.20,29,4,1,1,0,0
Ashley Nurse,315594,10,1,34,2,3.40,40,2,1,0,0,0
Roston Chase,391832,2,0,8,0,4.00,4,0,0,0,0,0
Dawlat Zadran,516561,8,1,25,2,3.12,32,1,0,3,0,1
Mohammad Nabi,25913,10,0,34,0,3.40,38,1,0,3,0,1
Amir Hamza,402245,9,0,28,0,3.11,36,0,1,1,0,1
Gulbadin Naib,352048,8,0,31,1,3.87,31,2,0,4,0,1
Samiullah Shinwari,318339,1,0,11,0,11.00,2,0,1,1,0,1
Rashid Khan,793463,8.4,1,18,7,2.07,41,0,0,3,0,1
