Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mohammad Nabi,25913,4,0,27,1,6.75,10,3,0,0,0,0
Kane Richardson,272262,4,0,39,1,9.75,4,5,0,0,0,0
Dwayne Bravo,51439,4,0,31,1,7.75,9,4,0,0,0,0
Jack Wildermuth,570854,4,0,28,1,7.00,10,4,0,1,0,0
Brad Hogg,5681,4,0,32,0,8.00,5,1,1,0,0,0
Jackson Coleman,393055,4,0,22,1,5.50,13,3,0,1,0,1
Michael Beer,307495,1,0,23,0,23.00,0,4,1,0,0,1
Marcus Stoinis,325012,3,0,28,0,9.33,5,3,0,1,1,1
John Hastings,228622,3.5,0,24,2,6.26,9,0,1,2,0,1
Adam Zampa,379504,3,0,26,1,8.66,3,0,2,0,0,1
James Faulkner,270484,2,0,21,0,10.50,3,2,0,0,1,1
Glenn Maxwell,325026,1,0,10,0,10.00,1,0,0,0,0,1
