Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Bhuvneshwar Kumar,326016,4,0,29,1,7.25,10,4,0,1,0,0
Khaleel Ahmed,942645,4,0,42,3,10.50,9,5,2,0,0,0
Mohammad Nabi,25913,4,0,24,1,6.00,9,1,1,0,0,0
Rashid Khan,793463,4,0,21,0,5.25,11,1,1,0,0,0
Basil Thampi,732291,4,0,40,0,10.00,8,4,2,0,1,0
Barinder Sran,537126,2,0,24,0,12.00,3,3,1,1,0,1
Lasith Malinga,49758,4,0,43,0,10.75,8,5,2,0,0,1
Jasprit Bumrah,625383,4,0,31,2,7.75,9,5,0,0,0,1
Rahul Chahar,1064812,4,0,21,0,5.25,10,2,0,0,0,1
Krunal Pandya,471342,4,0,22,2,5.50,6,1,0,1,0,1
Hardik Pandya,625371,2,0,20,2,10.00,4,0,2,0,0,1
