Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Jasprit Bumrah,625383,30,9,83,3,2.76,0,0,0
Ishant Sharma,236779,31,12,62,3,2.00,0,0,0
Hanuma Vihari,452044,1,0,1,0,1.00,0,0,0
Mohammed Shami,481896,30,7,72,0,2.40,0,0,0
Ravindra Jadeja,234675,30,0,79,4,2.63,0,0,0
James Anderson,8608,21,7,54,2,2.57,0,0,1
Stuart Broad,10617,20,6,50,1,2.50,0,0,1
Ben Stokes,311158,16,2,56,2,3.50,0,0,1
Sam Curran,662973,11,1,49,1,4.45,0,0,1
Moeen Ali,8917,17,3,50,2,2.94,0,0,1
Adil Rashid,244497,10,2,19,1,1.90,0,0,1
Jasprit Bumrah,625383,23,4,61,0,2.65,1,0,2
Ishant Sharma,236779,8,3,13,0,1.62,0,0,2
Mohammed Shami,481896,25,3,110,2,4.40,0,0,2
Ravindra Jadeja,234675,47,3,179,3,3.80,0,0,2
Hanuma Vihari,452044,9.3,1,37,3,3.89,1,0,2
James Anderson,8608,22.3,11,45,3,2.00,0,0,3
Stuart Broad,10617,12,1,43,1,3.58,0,0,3
Moeen Ali,8917,17,2,68,1,4.00,0,0,3
Sam Curran,662973,9,2,23,2,2.55,0,0,3
Ben Stokes,311158,13,1,60,1,4.61,0,0,3
Adil Rashid,244497,15,2,63,2,4.20,0,0,3
Joe Root,303669,6,1,17,0,2.83,0,0,3
