Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mujeeb Ur Rahman,974109,4,0,49,1,12.25,0,0,0
Shapoor Zadran,319746,4,0,39,1,9.75,0,0,0
Gulbadin Naib,352048,3,0,19,0,6.33,1,0,0
Karim Janat,793467,4,0,28,0,7.00,0,0,0
Rashid Khan,793463,4,0,22,3,5.50,0,0,0
Mohammad Nabi,25913,1,0,14,0,14.00,0,0,0
Simi Singh,1005257,3,0,18,2,6.00,0,0,1
Boyd Rankin,24599,4,0,44,1,11.00,1,0,1
Josh Little,928067,2,0,15,0,7.50,0,0,1
Craig Young,364343,2,0,12,0,6.00,1,0,1
George Dockrell,348034,2,0,22,0,11.00,0,0,1
Gareth Delany,1099379,2,0,19,0,9.50,1,0,1
