Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Chris Green,787073,4,0,23,0,5.75,12,3,0,0,0,0
Mitchell McClenaghan,319439,4,0,37,2,9.25,10,6,0,3,1,0
Andrew Fekete,270493,4,0,35,0,8.75,9,5,1,0,0,0
Fawad Ahmed,240609,4,0,24,0,6.00,9,1,1,0,0,0
Arjun Nair,901157,4,0,36,3,9.00,4,0,3,0,0,0
Colin Ingram,45705,1,0,9,0,9.00,3,2,0,0,0,1
Billy Stanlake,533042,3,0,14,1,4.66,11,1,0,2,0,1
Peter Siddle,7898,3,0,6,2,2.00,12,0,0,0,0,1
Ben Laughlin,315623,3.4,0,26,4,7.09,10,2,1,0,0,1
Rashid Khan,793463,4,0,22,2,5.50,12,2,0,2,0,1
Travis Head,530011,3,0,28,1,9.33,4,1,1,0,0,1
