Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Jason Behrendorff,272477,3,0,17,1,5.66,7,2,0,0,0,0
Jhye Richardson,774223,4,0,45,0,11.25,8,2,4,1,0,0
Nathan Coulter-Nile,261354,3,0,33,1,11.00,6,1,3,2,0,0
Pat Cummins,489889,3,0,40,1,13.33,5,3,3,2,0,0
Adam Zampa,379504,4,0,23,0,5.75,8,2,0,0,0,0
D'Arcy Short,308798,3,0,29,1,9.66,7,1,3,0,0,0
Vijay Shankar,477021,4,0,38,2,9.50,10,6,1,1,0,1
Jasprit Bumrah,625383,4,0,30,0,7.50,6,2,1,0,0,1
Siddarth Kaul,326017,3.4,0,45,1,12.27,6,3,3,0,1,1
Yuzvendra Chahal,430246,4,0,47,0,11.75,2,2,3,2,0,1
Krunal Pandya,471342,4,0,33,0,8.25,6,3,1,1,0,1
