Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mohammad Ilyas,1159371,3,0,21,2,7.00,0,0,0
Mohammad Irfan,429981,4,0,17,1,4.25,0,0,0
Nauman Ali,238672,2,0,14,2,7.00,1,0,0
Junaid Khan,259551,3,0,11,0,3.66,1,0,0
Shahid Afridi,42639,4,0,37,2,9.25,0,0,0
Dan Christian,4864,1.4,0,19,3,11.40,0,0,0
Faheem Ashraf,681117,3.1,0,19,0,6.00,0,0,1
Muhammad Musa,1072472,4,0,43,1,10.75,1,0,1
Rumman Raees,448243,3,0,19,1,6.33,0,1,1
Samit Patel,18632,4,0,24,1,6.00,1,0,1
Shadab Khan,922943,4,0,16,1,4.00,0,0,1
