Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Ben Dwarshuis,679567,4,0,36,0,9.00,9,3,2,0,0,0
Sean Abbott,398666,4,0,42,2,10.50,8,3,3,0,0,0
Benjamin Manenti,1065115,4,0,38,2,9.50,6,1,3,0,0,0
Tom Curran,550235,4,0,52,0,13.00,7,3,4,1,0,0
Lloyd Pope,1076721,4,0,33,0,8.25,8,0,3,1,0,0
Josh Lalor,272385,4,0,35,1,8.75,7,3,1,1,0,1
Matt Renshaw,722303,2,0,15,1,7.50,6,1,1,0,0,1
Zahir Khan,712219,4,0,24,1,6.00,9,2,0,0,0,1
Ben Laughlin,315623,3,0,30,1,10.00,2,2,1,2,0,1
Mitchell Swepson,590326,4,0,27,2,6.75,6,2,0,0,0,1
Ben Cutting,230371,2,0,23,0,11.50,2,0,2,1,0,1
Jack Prestwidge,977451,1,0,6,1,6.00,3,0,0,0,2,1
