Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Daniel Worrall,557298,4,0,41,0,10.25,7,7,0,0,0,0
Glenn Maxwell,325026,4,0,19,1,4.75,10,0,1,0,0,0
Adam Zampa,379504,4,0,38,0,9.50,5,1,3,0,0,0
Lance Morris,1125317,1,0,6,0,6.00,3,0,0,1,0,0
Clint Hinchliffe,774217,3,0,19,3,6.33,7,1,1,0,0,0
Sandeep Lamichhane,960361,3,0,24,0,8.00,6,2,1,0,0,0
Nic Maddinson,333780,1,0,7,0,7.00,0,0,0,0,0,0
Michael Neser,376169,4,0,26,1,6.50,10,1,1,1,0,1
Peter Siddle,7898,4,0,33,4,8.25,13,5,1,2,0,1
Billy Stanlake,533042,4,0,32,0,8.00,7,4,0,1,0,1
Rashid Khan,793463,4,0,24,1,6.00,9,1,0,2,0,1
Wes Agar,959833,4,0,30,2,7.50,12,2,2,0,0,1
