Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Kemar Roach,230553,30,9,77,1,2.56,1,0,0
Shannon Gabriel,446101,21,4,74,0,3.52,0,0,0
Jason Holder,391485,32.1,9,77,5,2.39,0,0,0
Rahkeem Cornwall,494581,41,10,105,3,2.56,0,0,0
Roston Chase,391832,14,4,45,0,3.21,0,0,0
Kraigg Brathwaite,348024,2,0,8,1,4.00,0,0,0
Ishant Sharma,236779,10.5,3,24,1,2.21,0,0,1
Jasprit Bumrah,625383,12.1,3,27,6,2.21,0,0,1
Mohammed Shami,481896,13,3,34,2,2.61,0,0,1
Ravindra Jadeja,234675,11.1,7,19,1,1.70,0,0,1
Kemar Roach,230553,10,3,28,3,2.80,0,0,2
Jason Holder,391485,11.4,5,20,1,1.71,0,0,2
Rahkeem Cornwall,494581,23,7,68,0,2.95,0,0,2
Shannon Gabriel,446101,7,3,18,0,2.57,0,2,2
Roston Chase,391832,3,0,22,0,7.33,0,0,2
Ishant Sharma,236779,12,3,37,2,3.08,1,0,3
Jasprit Bumrah,625383,11,4,31,1,2.81,0,0,3
Mohammed Shami,481896,16,2,65,3,4.06,0,0,3
Ravindra Jadeja,234675,19.5,4,58,3,2.92,0,1,3
Hanuma Vihari,452044,1,0,3,0,3.00,0,0,3
