Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
James Anderson,8608,13.2,5,20,5,1.50,0,0,0
Stuart Broad,10617,10,2,37,1,3.70,0,1,0
Chris Woakes,247235,6,2,19,2,3.16,0,0,0
Sam Curran,662973,6,0,26,1,4.33,0,0,0
Ishant Sharma,236779,22,4,101,1,4.59,0,0,1
Mohammed Shami,481896,23,4,96,3,4.17,0,1,1
Kuldeep Yadav,559235,9,1,44,0,4.88,0,0,1
Hardik Pandya,625371,17.1,0,66,3,3.84,1,0,1
Ravichandran Ashwin,26421,17,1,68,0,4.00,0,0,1
James Anderson,8608,12,5,23,4,1.91,0,0,2
Stuart Broad,10617,16,6,44,4,2.75,0,0,2
Chris Woakes,247235,10,2,24,2,2.40,0,0,2
Sam Curran,662973,9,1,27,0,3.00,0,0,2
