Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Hasan Ali,681305,4,0,34,1,8.50,10,2,2,1,0,0
Rahat Ali,323244,4,0,24,3,6.00,10,3,0,0,0,0
Mohammad Amir Khan,1206240,4,0,37,1,9.25,5,3,1,1,0,0
Wahab Riaz,43590,4,0,20,1,5.00,9,1,0,0,0,0
Shoaib Malik,42657,3,0,27,0,9.00,6,2,1,2,0,0
Hammad Azam,384518,1,0,11,0,11.00,2,2,0,0,0,0
Sohail Tanvir,43265,4,0,26,3,6.50,14,3,0,4,0,1
Mohammad Irfan,429981,4,0,19,1,4.75,11,0,1,0,0,1
Ali Shafiq,1012853,4,0,31,2,7.75,11,3,1,1,2,1
Moeen Ali,8917,4,0,27,1,6.75,7,1,1,0,0,1
Imran Tahir,40618,3,0,30,0,10.00,3,2,1,1,0,1
Shahid Afridi,42639,1,0,11,0,11.00,2,2,0,0,0,1
