Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Krishnappa Gowtham,424377,4,0,18,2,4.50,10,0,0,0,0,0
Dhawal Kulkarni,277955,2,0,20,0,10.00,4,4,0,0,0,0
Jofra Archer,669855,4,0,26,3,6.50,9,2,1,0,0,0
Jaydev Unadkat,390484,3,0,33,1,11.00,4,3,1,0,0,0
Ish Sodhi,559066,3,0,25,1,8.33,3,3,0,0,0,0
Ben Stokes,311158,3,0,20,0,6.66,7,2,0,0,0,0
Mahipal Lomror,853265,1,0,8,0,8.00,1,1,0,0,0,0
Sandeep Sharma,438362,4,0,15,1,3.75,14,1,0,0,0,1
Shakib Al Hasan,56143,4,0,30,0,7.50,4,2,0,0,0,1
Basil Thampi,732291,2,0,26,1,13.00,2,3,1,0,0,1
Siddarth Kaul,326017,4,0,23,2,5.75,8,1,0,0,0,1
Rashid Khan,793463,4,0,31,1,7.75,4,1,1,0,0,1
Yusuf Pathan,32498,2,0,14,1,7.00,2,1,0,0,0,1
