Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Tim Southee,232364,10,0,66,2,6.60,27,8,1,1,0,0
Trent Boult,277912,10,0,81,0,8.10,23,12,0,3,0,0
Adam Milne,450860,10,0,64,2,6.40,23,5,1,2,0,0
Colin de Grandhomme,55395,8,0,57,0,7.12,13,7,0,0,0,0
Mitchell Santner,502714,10,0,58,2,5.80,24,3,2,0,0,0
Colin Munro,232359,2,0,10,0,5.00,3,0,0,1,0,0
Bhuvneshwar Kumar,326016,10,0,92,1,9.19,20,8,3,7,0,1
Jasprit Bumrah,625383,10,0,47,3,4.70,32,3,1,2,0,1
Hardik Pandya,625371,5,0,47,0,9.40,7,7,0,2,0,1
Axar Patel,554691,7,0,40,0,5.71,19,5,0,1,0,1
Kedar Jadhav,290716,8,0,54,0,6.75,22,6,1,1,0,1
Yuzvendra Chahal,430246,10,0,47,2,4.70,28,4,0,1,0,1
