Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Sohail Tanvir,43265,4,0,36,1,9.00,0,0,0
Aamer Yamin,434429,4,0,17,3,4.25,0,0,0
Sunil Narine,230558,4,0,20,1,5.00,0,0,0
Yasir Shah,43685,4,0,27,2,6.75,1,0,0
Mohammad Irfan,805925,3,0,27,0,9.00,0,0,0
Grant Elliott,44956,1,0,12,0,12.00,1,0,0
Mohammad Irfan,429981,4,0,22,1,5.50,0,0,1
Mohammad Sami,41324,3.2,0,26,1,7.80,0,1,1
Rumman Raees,448243,4,0,26,3,6.50,0,0,1
Shadab Khan,922943,4,0,28,2,7.00,0,0,1
Shane Watson,8180,3,0,25,1,8.33,0,0,1
Amad Butt,717373,1,0,15,0,15.00,0,0,1
