Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Kagiso Rabada,550215,8,2,34,2,4.25,37,7,0,2,0,0
Lungi Ngidi,542023,8.1,1,19,3,2.32,38,2,0,1,0,0
Wiaan Mulder,698189,6,0,19,1,3.16,26,2,0,1,0,0
Andile Phehlukwayo,540316,7,2,22,2,3.14,30,3,0,0,0,0
Imran Tahir,40618,5,1,23,2,4.59,22,5,0,0,0,0
Kyle Jarvis,332996,7,0,36,0,5.14,28,7,0,0,0,1
Tendai Chatara,425639,6,1,12,2,2.00,31,1,0,2,1,1
Wellington Masakadza,571703,5,1,26,2,5.20,21,2,2,0,0,1
Brandon Mavuta,806239,4,0,24,1,6.00,13,4,0,0,0,1
Sean Williams,55870,4.1,0,19,0,4.55,13,2,0,0,0,1
