Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Daniel Sams,826901,3,0,13,1,4.33,11,2,0,0,0,0
Jonathan Cook,1137279,3,0,18,2,6.00,8,0,1,0,0,0
Gurinder Sandhu,499660,4,0,31,0,7.75,11,2,2,1,0,0
Chris Jordan,288992,4,0,44,2,11.00,12,3,3,3,0,0
Fawad Ahmed,240609,4,0,22,2,5.50,10,2,0,1,0,0
Chris Green,787073,2,0,11,0,5.50,6,0,1,0,0,0
Kane Richardson,272262,4,0,27,3,6.75,11,4,0,0,0,1
Chris Tremain,553800,4,0,36,1,9.00,11,2,3,0,0,1
Harry Gurney,244639,4,0,21,1,5.25,9,1,0,2,0,1
Cameron Boyce,326625,3.1,0,17,2,5.36,7,1,0,1,0,1
Dan Christian,4864,4,0,9,1,2.25,15,0,0,0,0,1
