Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Trent Boult,277912,32.4,12,64,4,1.95,2,0,0
Neil Wagner,233713,31,8,88,3,2.83,0,0,0
Jeetan Patel,38141,33,12,85,2,2.57,0,0,0
Mitchell Santner,502714,18,5,32,0,1.77,0,0,0
James Neesham,355269,8,2,34,1,4.25,0,0,0
Kagiso Rabada,550215,30,7,92,1,3.06,1,0,1
Vernon Philander,46945,27,11,67,2,2.48,0,2,1
Morne Morkel,46538,24,6,62,2,2.58,0,0,1
Keshav Maharaj,267724,28.3,7,94,5,3.29,0,0,1
Jean-Paul Duminy,44932,5,0,18,0,3.60,0,0,1
Trent Boult,277912,15,4,34,1,2.26,0,0,2
Neil Wagner,233713,27,7,57,2,2.11,1,0,2
Mitchell Santner,502714,19,6,37,1,1.94,0,0,2
Jeetan Patel,38141,36,15,72,2,2.00,0,0,2
James Neesham,355269,5,0,20,0,4.00,0,0,2
