Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
David Willey,308251,5,0,16,0,3.20,22,2,0,2,0,0
Chris Woakes,247235,7.4,1,42,2,5.47,28,6,0,0,0,0
Adil Rashid,244497,10,0,32,0,3.20,40,4,0,0,0,0
Tom Curran,550235,9,0,53,0,5.88,26,3,2,3,0,0
Moeen Ali,8917,10,0,33,2,3.30,31,1,0,0,0,0
Ben Stokes,311158,8,0,42,2,5.25,24,3,1,0,0,0
Tim Southee,232364,7,0,55,0,7.85,23,9,1,2,0,1
Trent Boult,277912,8,1,46,2,5.75,31,6,2,0,0,1
Mitchell Santner,502714,7.5,0,40,0,5.10,23,2,2,0,0,1
Lockie Ferguson,493773,8,0,48,1,6.00,28,4,3,0,0,1
Colin de Grandhomme,55395,2,0,11,0,5.50,6,1,0,1,0,1
Colin Munro,232359,5,0,23,1,4.59,16,1,0,1,0,1
