Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Jhye Richardson,774223,4,0,24,0,6.00,12,3,0,0,0,0
Matthew Kelly,638912,4,0,26,0,6.50,12,4,0,2,0,0
Mitchell Marsh,272450,3,0,31,1,10.33,6,3,1,0,1,0
Chris Jordan,288992,4,0,28,3,7.00,10,2,1,2,0,0
Fawad Ahmed,240609,4,0,27,1,6.75,7,1,0,1,0,0
Liam Livingstone,403902,1,0,14,0,14.00,0,1,1,0,0,0
Daniel Sams,826901,3,0,30,0,10.00,6,5,0,2,0,1
Gurinder Sandhu,499660,4,0,33,1,8.25,5,1,1,1,1,1
Chris Morris,439952,3.3,0,38,1,10.85,7,5,1,2,0,1
Brendan Doggett,931603,2,0,20,0,10.00,6,1,1,2,0,1
Liam Bowe,1076852,2,0,25,0,12.50,3,0,3,0,0,1
Arjun Nair,901157,1,0,7,0,7.00,0,0,0,0,0,1
