Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Shannon Gabriel,446101,22,4,64,2,2.90,0,1,0
Kemar Roach,230553,18.1,5,44,3,2.42,0,1,0
Jermaine Blackwood,431909,4,1,8,0,2.00,0,0,0
Jason Holder,391485,16,2,49,0,3.06,0,0,0
Devendra Bishoo,341593,25,2,82,2,3.28,0,0,0
Roston Chase,391832,14,1,50,1,3.57,0,0,0
Kraigg Brathwaite,348024,10,0,23,1,2.29,0,0,0
Chris Mpofu,55633,28,10,55,1,1.96,0,0,1
Solomon Mire,290462,5,2,5,0,1.00,0,1,1
Graeme Cremer,55346,52,8,161,1,3.09,0,0,1
Sikandar Raza,299572,48,12,99,5,2.06,0,0,1
Tendai Chisoro,235519,41.2,9,113,3,2.73,0,0,1
Hamilton Masakadza,55608,4,1,9,0,2.25,0,0,1
Shannon Gabriel,446101,21,7,34,2,1.61,0,1,2
Kemar Roach,230553,22,10,37,2,1.68,0,0,2
Kraigg Brathwaite,348024,17,2,44,0,2.58,0,0,2
Jason Holder,391485,22,7,42,1,1.90,0,0,2
Devendra Bishoo,341593,34,7,74,2,2.17,0,0,2
Roston Chase,391832,17,3,31,0,1.82,0,0,2
Jermaine Blackwood,431909,10,4,21,0,2.10,0,0,2
Kieran Powell,252932,1,1,0,0,0.00,0,0,2
