Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Vernon Philander,46945,8,1,28,1,3.50,0,0,0
Dale Steyn,47492,13,0,54,1,4.15,0,0,0
Kagiso Rabada,550215,14,1,50,4,3.57,2,1,0
Keshav Maharaj,267724,17,3,49,0,2.88,0,1,0
Tabraiz Shamsi,379145,25.4,2,91,3,3.54,0,0,0
Dean Elgar,230852,1,0,7,0,7.00,0,0,0
Rangana Herath,49178,19,5,39,2,2.05,0,0,1
Dilruwan Perera,49920,23,8,46,4,2.00,0,0,1
Lakshan Sandakan,429738,8,1,18,1,2.25,0,0,1
Suranga Lakmal,49619,4.3,0,21,3,4.66,0,1,1
Kagiso Rabada,550215,12,0,44,3,3.66,0,0,2
Dale Steyn,47492,11.4,1,35,1,3.00,0,0,2
Keshav Maharaj,267724,20,5,58,4,2.90,0,0,2
Tabraiz Shamsi,379145,11,0,37,1,3.36,0,0,2
Vernon Philander,46945,3,0,10,0,3.33,0,0,2
Rangana Herath,49178,14,4,38,3,2.71,0,0,3
Dilruwan Perera,49920,14,4,32,6,2.28,0,0,3
Lakshan Sandakan,429738,0.5,0,1,1,1.20,0,0,3
