Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Ainsley Ndlovu,596456,4,0,35,1,8.75,8,1,3,0,0,0
Kyle Jarvis,332996,4,0,53,0,13.25,5,7,2,0,0,0
Tendai Chatara,425639,4,0,53,2,13.25,6,1,6,0,0,0
Sean Williams,55870,4,0,16,2,4.00,16,0,1,2,0,0
Ryan Burl,495964,1,0,4,0,4.00,2,0,0,0,0,0
Neville Madziva,453289,3,0,34,0,11.33,6,1,3,1,1,0
Mujeeb Ur Rahman,974109,3,0,29,0,9.66,10,2,3,0,0,1
Fareed Ahmad,568136,4,0,35,2,8.75,12,2,3,0,0,1
Karim Janat,793467,3,0,29,1,9.66,4,1,2,0,1,1
Mohammad Nabi,25913,2,0,9,0,4.50,6,1,0,0,0,1
Gulbadin Naib,352048,4,0,32,1,8.00,8,1,1,3,1,1
Rashid Khan,793463,4,0,29,2,7.25,9,1,1,1,0,1
