Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Tim Murtagh,17134,10,0,74,0,7.40,2,0,0
Mark Adair,526441,10,1,71,3,7.10,2,1,0
Barry McCarthy,348059,4.3,0,34,0,7.55,1,0,0
Boyd Rankin,24599,10,1,54,1,5.40,1,0,0
Andy McBrine,417381,10,1,43,2,4.30,1,0,0
Kevin O'Brien,24605,2.3,0,11,0,4.40,0,0,0
Paul Stirling,303427,3,0,13,1,4.33,0,0,0
Dawlat Zadran,516561,7,0,35,1,5.00,2,0,1
Mujeeb Ur Rahman,974109,5,1,27,0,5.40,1,0,1
Aftab Alam,440963,7,0,27,1,3.85,2,0,1
Gulbadin Naib,352048,9.2,0,43,6,4.60,1,0,1
Rashid Khan,793463,9,0,31,0,3.44,0,0,1
Rahmat Shah,533956,4,0,12,1,3.00,2,0,1
