Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Abu Jayed,410763,18,7,38,3,2.11,0,0,0
Shakib Al Hasan,56143,22,3,60,0,2.72,0,0,0
Mehidy Hasan Miraz,629063,29,9,93,5,3.20,0,0,0
Taijul Islam,401057,25,4,82,2,3.28,0,0,0
Kamrul Islam,375724,10,1,34,0,3.40,0,0,0
Mahmudullah,56025,8,1,20,0,2.50,0,0,0
Shannon Gabriel,446101,10,3,19,2,1.90,0,0,1
Keemo Paul,677081,9,2,25,2,2.77,0,3,1
Miguel Cummins,556749,9,1,34,1,3.77,0,4,1
Jason Holder,391485,10.1,1,44,5,4.32,0,1,1
Roston Chase,391832,8,0,22,0,2.75,0,0,1
Abu Jayed,410763,8,1,21,1,2.62,1,1,2
Mehidy Hasan Miraz,629063,11,2,45,2,4.09,0,0,2
Kamrul Islam,375724,2,0,3,0,1.50,0,1,2
Shakib Al Hasan,56143,17,5,33,6,1.94,0,0,2
Taijul Islam,401057,7,0,24,1,3.42,0,0,2
Jason Holder,391485,13,3,59,6,4.53,0,0,3
Shannon Gabriel,446101,9,2,29,1,3.22,0,0,3
Keemo Paul,677081,7,0,34,1,4.85,0,1,3
Miguel Cummins,556749,5,1,20,0,4.00,0,1,3
Roston Chase,391832,8,4,20,2,2.50,0,0,3
