Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
James Anderson,8608,31,5,74,1,2.38,0,0,0
Stuart Broad,10617,30,11,72,2,2.40,0,0,0
Chris Woakes,247235,27,4,84,1,3.11,1,0,0
Craig Overton,464626,33,3,105,3,3.18,0,0,0
Moeen Ali,8917,24,3,79,0,3.29,0,0,0
Joe Root,303669,4,0,16,0,4.00,0,0,0
Mitchell Starc,311592,20,4,49,3,2.45,0,0,1
Josh Hazlewood,288284,16,3,56,1,3.50,0,0,1
Pat Cummins,489889,16,3,47,2,2.93,1,0,1
Nathan Lyon,272279,24.1,5,60,4,2.48,0,0,1
James Anderson,8608,22,7,43,5,1.95,1,0,2
Stuart Broad,10617,13,6,26,0,2.00,1,0,2
Craig Overton,464626,2,0,11,1,5.50,0,0,2
Chris Woakes,247235,16,3,36,4,2.25,0,0,2
Moeen Ali,8917,5,0,20,0,4.00,0,0,2
Mitchell Starc,311592,19.2,3,88,5,4.55,0,0,3
Josh Hazlewood,288284,20,7,49,2,2.45,0,0,3
Pat Cummins,489889,20,6,39,1,1.95,0,0,3
Nathan Lyon,272279,25,6,45,2,1.80,0,0,3
