Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Adam Milne,450860,3,0,31,0,10.33,6,4,1,1,0,0
Brendan Doggett,931603,3,0,19,1,6.33,8,3,0,0,0,0
Nathan McAndrew,785323,2,0,8,1,4.00,8,1,0,0,0,0
Ben Cutting,230371,2,0,16,0,8.00,3,1,0,2,0,0
Tanveer Sangha,1170471,2,0,20,1,10.00,3,2,1,0,0,0
Chris Green,787073,2,0,19,1,9.50,4,0,2,1,0,0
Daniel Worrall,557298,3,0,24,1,8.00,7,3,0,1,0,1
Michael Neser,376169,2,0,21,0,10.50,4,2,1,0,0,1
Peter Siddle,7898,2.1,0,23,0,10.61,6,2,2,0,0,1
Wes Agar,959833,2,0,21,0,10.50,2,2,0,1,0,1
Liam O'Connor,334388,2,0,18,0,9.00,3,1,1,0,0,1
Travis Head,530011,1,0,8,0,8.00,1,0,0,0,0,1
