Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Dale Steyn,47492,10,0,43,2,4.30,38,6,0,2,0,0
Beuran Hendricks,379927,9,0,50,1,5.55,27,5,0,2,0,0
Kagiso Rabada,550215,10,0,57,2,5.70,23,6,0,0,0,0
Andile Phehlukwayo,540316,10,0,71,0,7.10,17,6,0,5,0,0
Tabraiz Shamsi,379145,9,0,75,1,8.33,15,7,1,2,0,0
Reeza Hendricks,269280,2,0,21,0,10.50,2,2,1,0,0,0
Mohammad Amir,290948,7,0,36,0,5.14,24,5,0,0,0,1
Shaheen Shah Afridi,1072470,6,0,37,0,6.16,18,4,0,3,0,1
Imad Wasim,227758,8,0,34,0,4.25,25,3,0,0,0,1
Hasan Ali,681305,6,0,33,1,5.50,16,4,0,0,0,1
Shadab Khan,922943,6,0,46,0,7.66,15,2,3,1,0,1
