Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Riley Meredith,961713,4,0,26,0,6.50,8,2,0,0,0,0
Scott Boland,446548,4,0,41,4,10.25,8,4,1,1,0,0
Nathan Ellis,826915,4,0,35,1,8.75,9,3,1,4,0,0
Sandeep Lamichhane,960361,4,0,28,0,7.00,6,2,0,3,0,0
D'Arcy Short,308798,4,0,38,0,9.50,4,3,1,0,0,0
Adam Milne,450860,4,0,36,1,9.00,9,6,0,2,0,1
Daniel Sams,826901,3,0,30,0,10.00,8,2,2,2,0,1
Nathan McAndrew,785323,2,0,24,1,12.00,3,3,1,0,0,1
Ben Cutting,230371,3,0,22,0,7.33,4,0,1,0,0,1
Tanveer Sangha,1170471,4,0,45,2,11.25,7,3,3,2,0,1
Chris Green,787073,2,0,22,0,11.00,2,1,1,1,0,1
