Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mohammad Amir,290948,9,0,41,2,4.55,28,3,0,0,0,0
Junaid Khan,259551,10,0,60,2,6.00,32,5,1,1,0,0
Hasan Ali,681305,6,1,29,1,4.83,21,0,2,0,0,0
Mohammad Hafeez,41434,7,0,21,0,3.00,23,0,0,1,0,0
Imad Wasim,227758,10,1,24,1,2.40,40,1,0,0,0,0
Shadab Khan,922943,8,0,57,2,7.12,20,3,3,1,0,0
Shannon Gabriel,446101,10,0,60,2,6.00,34,7,1,1,1,1
Jason Holder,391485,8.1,1,37,1,4.53,29,3,1,1,0,1
Devendra Bishoo,341593,10,1,42,0,4.20,35,4,0,1,0,1
Veerasammy Permaul,274921,4,0,31,0,7.75,12,5,0,0,0,1
Ashley Nurse,315594,10,0,49,1,4.90,28,3,1,0,0,1
Jason Mohammed,230549,1,0,10,0,10.00,1,0,1,0,0,1
