Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mehidy Hasan Miraz,629063,13,0,54,0,4.15,0,0,0
Abdur Razzak,56283,16,2,63,4,3.93,0,0,0
Taijul Islam,401057,25.3,2,83,4,3.25,0,0,0
Mustafizur Rahman,330902,11,4,17,2,1.54,0,0,0
Suranga Lakmal,49619,12,4,25,3,2.08,1,0,1
Dilruwan Perera,49920,11.4,4,32,2,2.74,0,1,1
Akila Dananjaya,574178,10,2,20,3,2.00,0,0,1
Rangana Herath,49178,12,1,31,0,2.58,0,0,1
Abdur Razzak,56283,17,2,60,1,3.52,0,0,2
Mustafizur Rahman,330902,17,3,49,3,2.88,0,0,2
Taijul Islam,401057,19.5,2,76,4,3.83,0,0,2
Mehidy Hasan Miraz,629063,20,5,37,2,1.85,0,0,2
Suranga Lakmal,49619,3,0,11,0,3.66,0,0,3
Dilruwan Perera,49920,10,0,32,1,3.20,0,0,3
Rangana Herath,49178,11.3,1,49,4,4.26,0,0,3
Akila Dananjaya,574178,5,1,24,5,4.80,0,0,3
