Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Abu Hider,550137,2,0,39,0,19.50,3,2,4,2,0,0
Mohammad Saifuddin,629070,4,0,36,0,9.00,10,4,1,2,0,0
Mehidy Hasan Miraz,629063,2,0,26,0,13.00,3,2,2,0,0,0
Shakib Al Hasan,56143,4,0,37,3,9.25,14,2,4,0,0,0
Mustafizur Rahman,330902,4,0,33,3,8.25,9,3,1,1,0,0
Mahmudullah,56025,3.2,0,18,3,5.40,8,1,0,2,0,0
Sheldon Cottrell,495551,4,1,31,1,7.75,16,1,3,3,1,1
Oshane Thomas,914567,3,0,56,0,18.66,5,4,4,2,4,1
Fabian Allen,670013,4,0,19,2,4.75,12,1,0,1,0,1
Keemo Paul,677081,4,0,15,5,3.75,18,3,0,0,0,1
Carlos Brathwaite,457249,2,0,15,1,7.50,6,1,1,0,0,1
