Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Kemar Roach,230553,18,8,49,4,2.72,1,2,0
Shannon Gabriel,446101,16,4,59,5,3.68,0,0,0
Miguel Cummins,556749,19,5,69,0,3.63,0,0,0
Jason Holder,391485,14,2,56,1,4.00,1,0,0
Devendra Bishoo,341593,11,3,15,0,1.36,0,0,0
Roston Chase,391832,1,0,2,0,2.00,0,0,0
Suranga Lakmal,49619,24,6,50,2,2.08,1,0,1
Akila Dananjaya,574178,25,7,81,1,3.24,0,0,1
Kasun Rajitha,499594,22,6,49,3,2.22,2,0,1
Lahiru Kumara,784375,26.3,4,86,4,3.24,2,1,1
Dhananjaya de Silva,465793,3,0,10,0,3.33,0,0,1
Kemar Roach,230553,21,3,78,2,3.71,0,2,2
Shannon Gabriel,446101,20.4,6,62,8,3.00,0,4,2
Jason Holder,391485,15,5,38,0,2.53,3,2,2
Miguel Cummins,556749,13,1,44,0,3.38,0,3,2
Devendra Bishoo,341593,11,0,58,0,5.27,0,0,2
Roston Chase,391832,10,1,38,0,3.80,0,0,2
Kraigg Brathwaite,348024,1,0,4,0,4.00,0,0,2
Suranga Lakmal,49619,17.3,3,48,2,2.74,0,0,3
Kasun Rajitha,499594,13,3,23,2,1.76,0,0,3
Lahiru Kumara,784375,10,3,28,0,2.80,0,0,3
Akila Dananjaya,574178,19,7,33,1,1.73,0,0,3
Dhananjaya de Silva,465793,1,0,5,0,5.00,0,0,3
