Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Tim Southee,232364,4,0,35,0,8.75,7,4,0,1,0,0
Mitchell McClenaghan,319439,4,0,27,1,6.75,12,2,1,1,0,0
Krunal Pandya,471342,2,0,28,0,14.00,4,1,3,1,0,0
Jasprit Bumrah,625383,4,0,29,3,7.25,10,2,1,0,0,0
Hardik Pandya,625371,2,0,14,0,7.00,5,0,1,2,0,0
Harbhajan Singh,29264,4,0,25,1,6.25,5,1,0,2,0,0
Thisara Perera,233514,4,0,35,0,8.75,8,4,1,0,0,1
Ashok Dinda,227712,3,0,33,1,11.00,8,7,0,1,0,1
Scott Boland,446548,3,0,23,0,7.66,7,3,0,1,0,1
Rajat Bhatia,26907,3,0,20,0,6.66,4,0,1,0,0,1
Ravichandran Ashwin,26421,3,0,21,1,7.00,6,1,1,0,0,1
Murugan Ashwin,528067,2.3,0,25,0,10.00,3,0,2,0,0,1
