Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Kemar Roach,230553,25,4,61,2,2.44,0,1,0
Shermon Lewis,1086206,20,2,69,1,3.45,1,0,0
Roston Chase,391832,28,0,111,1,3.96,0,0,0
Jomel Warrican,432214,38,5,91,2,2.39,0,0,0
Devendra Bishoo,341593,28,1,109,2,3.89,0,3,0
Kraigg Brathwaite,348024,15,0,57,2,3.80,0,0,0
Shakib Al Hasan,56143,15.4,4,27,3,1.72,0,0,1
Mehidy Hasan Miraz,629063,16,1,58,7,3.62,0,0,1
Nayeem Hasan,932635,3,0,9,0,3.00,0,0,1
Taijul Islam,401057,1,0,10,0,10.00,0,0,1
Mahmudullah,56025,1,1,0,0,0.00,0,0,1
Shakib Al Hasan,56143,14,3,65,1,4.64,0,0,2
Mehidy Hasan Miraz,629063,20,2,59,5,2.95,0,0,2
Taijul Islam,401057,10.2,1,40,3,3.87,0,0,2
Mahmudullah,56025,1,0,6,0,6.00,0,0,2
Nayeem Hasan,932635,14,2,34,1,2.42,0,0,2
