Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Dale Steyn,47492,4,1,25,1,6.25,13,2,1,0,0,0
Kagiso Rabada,550215,4,0,42,1,10.50,10,1,3,4,0,0
Lutho Sipamla,698143,4,0,19,1,4.75,8,1,0,0,0,0
Imran Tahir,40618,4,0,21,1,5.25,8,1,0,1,0,0
Andile Phehlukwayo,540316,4,0,25,3,6.25,11,2,1,1,0,0
Lasith Malinga,49758,4,0,11,2,2.75,16,1,0,0,0,1
Dhananjaya de Silva,465793,4,0,28,1,7.00,12,5,0,0,0,1
Akila Dananjaya,574178,4,0,28,1,7.00,8,2,1,0,0,1
Jeffrey Vandersay,370040,4,0,25,1,6.25,6,2,0,1,0,1
Kamindu Mendis,784373,1,0,9,0,9.00,2,0,1,0,0,1
Isuru Udana,328026,3,0,32,0,10.66,3,3,1,0,0,1
