Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Ishant Sharma,236779,20.3,7,41,4,2.00,0,1,0
Jasprit Bumrah,625383,26,8,53,2,2.03,0,0,0
Umesh Yadav,376116,23,3,78,2,3.39,1,0,0
Mohammed Shami,481896,24,3,80,0,3.33,2,0,0
Hanuma Vihari,452044,14,1,53,2,3.78,0,0,0
Murali Vijay,237095,1,0,10,0,10.00,0,0,0
Mitchell Starc,311592,24,4,79,2,3.29,0,2,1
Josh Hazlewood,288284,21,8,66,2,3.14,0,0,1
Pat Cummins,489889,26,4,60,1,2.30,1,0,1
Nathan Lyon,272279,34.5,7,67,5,1.92,0,0,1
Ishant Sharma,236779,16,1,45,1,2.81,0,0,2
Jasprit Bumrah,625383,25.2,10,39,3,1.53,0,0,2
Mohammed Shami,481896,24,8,56,6,2.33,2,0,2
Umesh Yadav,376116,14,0,61,0,4.35,2,0,2
Hanuma Vihari,452044,14,4,31,0,2.21,0,0,2
Mitchell Starc,311592,17,3,46,3,2.70,1,0,3
Josh Hazlewood,288284,11,3,24,2,2.18,0,0,3
Pat Cummins,489889,9,0,25,2,2.77,2,0,3
Nathan Lyon,272279,19,3,39,3,2.05,0,0,3
