Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Josh Hazlewood,288284,10,0,32,3,3.20,37,1,0,3,0,0
Billy Stanlake,533042,10,1,55,1,5.50,35,6,1,2,0,0
Pat Cummins,489889,10,1,42,1,4.20,35,3,0,2,0,0
Travis Head,530011,10,0,65,2,6.50,26,6,2,0,0,0
James Faulkner,270484,10,0,62,0,6.20,19,2,1,1,0,0
Mohammad Hafeez,41434,6,1,30,0,5.00,21,3,1,1,0,1
Mohammad Amir,290948,10,0,36,1,3.60,40,4,0,1,0,1
Junaid Khan,259551,9,0,58,1,6.44,30,8,0,0,1,1
Hasan Ali,681305,10,0,62,1,6.20,27,7,0,0,0,1
Imad Wasim,227758,8,0,59,0,7.37,14,4,0,3,0,1
Shoaib Malik,42657,2,0,18,0,9.00,2,2,0,0,0,1
