Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Jaydev Unadkat,390484,4,0,19,2,4.75,11,0,1,0,0,0
Washington Sundar,719715,4,0,13,0,3.25,15,1,0,0,0,0
Shardul Thakur,475281,2,0,7,0,3.50,6,0,0,1,0,0
Lockie Ferguson,493773,2,0,21,0,10.50,5,4,0,1,0,0
Adam Zampa,379504,4,0,32,2,8.00,7,1,2,1,0,0
Dan Christian,4864,4,0,34,2,8.50,10,2,2,2,0,0
Krunal Pandya,471342,4,0,31,0,7.75,8,3,1,0,0,1
Mitchell Johnson,6033,4,0,26,3,6.50,10,3,0,0,0,1
Jasprit Bumrah,625383,4,0,26,2,6.50,8,0,1,0,0,1
Lasith Malinga,49758,4,0,21,0,5.25,11,2,0,1,0,1
Karn Sharma,30288,4,0,18,0,4.50,12,1,0,2,0,1
