Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Jeet Raval,277914,c †Dowrich b Gabriel,84,157,231,15,0,53.5,0
Tom Latham,388802,c †Dowrich b Cummins,22,56,85,4,0,39.29,0
Kane Williamson (c),277906,c †Dowrich b Cummins,43,96,126,5,0,44.79,0
Ross Taylor,38699,c †Dowrich b Roach,16,30,43,2,0,53.33,0
Henry Nicholls,539511,lbw b Reifer,13,26,44,1,0,50.0,0
Mitchell Santner,502714, b Gabriel,24,73,101,2,1,32.88,0
Colin de Grandhomme,55395, b Gabriel,58,63,101,5,4,92.06,0
Tom Blundell †,440516, b Gabriel,28,48,68,4,0,58.33,0
Neil Wagner,233713,c Hope b Roach,1,11,14,0,0,9.09,0
Tim Southee,232364,c & b Roach,31,39,75,1,2,79.49,0
Trent Boult,277912,not out ,37,27,41,5,2,137.04,0
Kraigg Brathwaite (c),348024,c Southee b de Grandhomme,66,116,174,9,1,56.9,1
Kieran Powell,252932,c †Blundell b Southee,0,3,3,0,0,0.0,1
Shimron Hetmyer,670025,c & b Boult,28,42,49,4,1,66.67,1
Shai Hope,581379,c Taylor b Southee,15,28,44,2,1,53.57,1
Roston Chase,391832, b de Grandhomme,12,21,30,3,0,57.14,1
Sunil Ambris,348054,hit wicket b Boult,2,10,16,0,0,20.0,1
Shane Dowrich †,431905,c & b Wagner,35,45,69,7,0,77.78,1
Raymon Reifer,450101,not out ,23,89,119,1,1,25.84,1
Kemar Roach,230553,c Boult b Wagner,17,27,41,3,0,62.96,1
Miguel Cummins,556749, b Boult,15,19,34,3,0,78.95,1
Shannon Gabriel,446101, b Boult,0,1,1,0,0,0.0,1
Jeet Raval,277914,c & b Cummins,4,24,35,0,0,16.67,2
Tom Latham,388802,lbw b Reifer,22,46,77,3,0,47.83,2
Kane Williamson (c),277906, b Cummins,54,64,98,8,0,84.38,2
Ross Taylor,38699,not out ,107,198,273,11,0,54.04,2
Henry Nicholls,539511,c †Dowrich b Cummins,5,8,12,1,0,62.5,2
Mitchell Santner,502714,c Ambris b Chase,26,40,67,4,1,65.0,2
Colin de Grandhomme,55395,lbw b Gabriel,22,31,46,2,1,70.97,2
Tom Blundell †,440516,c Powell b Gabriel,1,11,17,0,0,9.09,2
Neil Wagner,233713,c Hope b Chase,8,36,36,1,0,22.22,2
Tim Southee,232364,not out ,22,20,33,4,0,110.0,2
Kraigg Brathwaite (c),348024,c Williamson b Boult,20,37,58,2,0,54.05,3
Kieran Powell,252932,c Southee b Boult,0,3,6,0,0,0.0,3
Shimron Hetmyer,670025,c Wagner b Southee,15,15,22,3,0,100.0,3
Shai Hope,581379,c de Grandhomme b Wagner,23,50,65,4,0,46.0,3
Roston Chase,391832,c de Grandhomme b Wagner,64,98,172,8,0,65.31,3
Sunil Ambris,348054,retired hurt not o ,5,6,19,1,0,83.33,3
Shane Dowrich †,431905,c Nicholls b Wagner,0,2,1,0,0,0.0,3
Raymon Reifer,450101,c Williamson b Southee,29,109,135,5,0,26.61,3
Kemar Roach,230553, b Santner,32,44,57,4,1,72.73,3
Miguel Cummins,556749,c Boult b Santner,9,19,33,0,1,47.37,3
Shannon Gabriel,446101,not out ,0,0,1,0,0,,3
