Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Jason Roy,298438,c & b Abbott,3,9,0,0,33.33,0
Liam Livingstone,403902,c Henriques b Brathwaite,15,14,0,1,107.14,0
Colin Munro,232359,c Silk b Bird,30,25,3,1,120.0,0
Josh Inglis †,662235,not out ,69,41,5,2,168.29,0
Mitchell Marsh,272450,c †Philippe b O'Keefe,2,5,0,0,40.0,0
Ashton Turner (c),500268,c Silk b Dwarshuis,33,22,1,2,150.0,0
Jhye Richardson,774223,c Christian b Dwarshuis,0,1,0,0,0.0,0
Aaron Hardie,1124283,not out ,8,3,0,1,266.67,0
Josh Philippe †,1124282,c Fawad Ahmed b Livingstone,45,28,4,2,160.71,1
James Vince,296597,not out ,98,53,14,1,184.91,1
Daniel Hughes,571761,not out ,21,21,1,0,100.0,1
