Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Alex Doolan,233648,c Patterson b Sandhu,5,11,0,0,45.45,0
D'Arcy Short,308798,c Green b Watson,97,63,9,4,153.97,0
Matthew Wade †,230193,c McClenaghan b Fawad Ahmed,27,23,0,2,117.39,0
Ben McDermott,603410,not out ,49,25,6,2,196.0,0
Dan Christian,4864,not out ,0,0,0,0,,0
Kurtis Patterson,505110,run out (Short),36,26,3,0,138.46,1
Jos Buttler †,308967,run out (†Wade),81,43,7,5,188.37,1
Shane Watson (c),8180,c Doolan b Boyce,36,31,4,1,116.13,1
Callum Ferguson,5236,c Archer b Boyce,0,1,0,0,0.0,1
Ben Rohrer,7547,c Rose b Christian,5,4,0,0,125.0,1
Arjun Nair,901157, b Archer,0,1,0,0,0.0,1
Ryan Gibson,825211, b Mills,2,5,0,0,40.0,1
Chris Green,787073,c Bailey b Archer,5,3,1,0,166.67,1
Gurinder Sandhu,499660,not out ,11,4,1,1,275.0,1
Mitchell McClenaghan,319439,not out ,1,2,0,0,50.0,1
