Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Rohit Sharma,34102,c & b Archer,12,12,17,1,1,100.0,0
KL Rahul,422108,c Archer b Stokes,14,17,41,2,0,82.35,0
Suryakumar Yadav,446507,c Malan b Curran,57,31,57,6,3,183.87,0
Virat Kohli (c),253802,st †Buttler b Rashid,1,5,3,0,0,20.0,0
Rishabh Pant †,931581, b Archer,30,23,48,4,0,130.43,0
Shreyas Iyer,642519,c Malan b Archer,37,18,36,5,1,205.56,0
Hardik Pandya,625371,c Stokes b Wood,11,8,14,0,1,137.5,0
Shardul Thakur,475281,not out ,10,4,11,2,0,250.0,0
Washington Sundar,719715,c Rashid b Archer,4,2,5,1,0,200.0,0
Bhuvneshwar Kumar,326016,not out ,0,0,2,0,0,,0
Jason Roy,298438,c Yadav b Pandya,40,27,49,6,1,148.15,1
Jos Buttler †,308967,c Rahul b Kumar,9,6,13,0,1,150.0,1
Dawid Malan,236489, b Chahar,14,17,28,0,1,82.35,1
Jonny Bairstow,297433,c Washington Sundar b Chahar,25,19,38,2,1,131.58,1
Ben Stokes,311158,c Yadav b Thakur,46,23,41,4,3,200.0,1
Eoin Morgan (c),24598,c Washington Sundar b Thakur,4,6,11,0,0,66.67,1
Sam Curran,662973, b Pandya,3,5,12,0,0,60.0,1
Chris Jordan,288992,c Pandya b Thakur,12,9,25,1,0,133.33,1
Jofra Archer,669855,not out ,18,8,16,2,1,225.0,1
Adil Rashid,244497,not out ,0,0,1,0,0,,1
