Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Hilton Cartwright,557295,not out ,58,56,7,0,103.57,0
Marcus Stoinis,325012,c David b Kelly,6,7,0,1,85.71,0
Nathan Coulter-Nile,261354,c Bancroft b Kelly,7,8,1,0,87.5,0
Nic Maddinson,333780,lbw b Fawad Ahmed,3,5,0,0,60.0,0
Glenn Maxwell (c),325026,c †Inglis b Kelly,25,23,2,1,108.7,0
Nick Larkin,533870, b Richardson,24,18,3,0,133.33,0
Seb Gotch †,500267,run out (Jordan),2,1,0,0,200.0,0
Clint Hinchliffe,774217,not out ,1,2,0,0,50.0,0
Josh Inglis †,662235, b Worrall,12,9,2,0,133.33,1
Liam Livingstone,403902,c Cartwright b Lamichhane,18,14,1,1,128.57,1
Cameron Bancroft,501011,c & b Maddinson,32,44,2,0,72.73,1
Mitchell Marsh (c),272450,run out (Hinchliffe/†Gotch),11,9,1,0,122.22,1
Kurtis Patterson,505110,c Larkin b Maxwell,20,17,2,0,117.65,1
Tim David,892749,st †Gotch b Maddinson,11,9,1,0,122.22,1
Cameron Green,1076713,run out (Coulter-Nile/†Gotch),4,4,0,0,100.0,1
Chris Jordan,288992,c Maxwell b Hinchliffe,2,4,0,0,50.0,1
Jhye Richardson,774223,not out ,9,7,0,0,128.57,1
Matthew Kelly,638912,st †Gotch b Maddinson,5,3,1,0,166.67,1
Fawad Ahmed,240609,not out ,1,1,0,0,100.0,1
