Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
D'Arcy Short,308798,c Botha b Abbott,42,36,3,2,116.67,0
Alex Doolan,233648,c Maddinson b Dwarshuis,3,4,0,0,75.0,0
Matthew Wade †,230193,c Billings b Bird,41,30,5,1,136.67,0
Ben McDermott,603410,c Maddinson b Abbott,19,19,0,1,100.0,0
George Bailey (c),4451,c Botha b Abbott,11,7,2,0,157.14,0
Dan Christian,4864,not out ,28,14,5,0,200.0,0
Simon Milenko,326639,c Maddinson b Sams,22,10,3,1,220.0,0
Jofra Archer,669855,not out ,0,0,0,0,,0
Jason Roy,298438,c Bailey b Rose,9,6,0,1,150.0,1
Daniel Hughes,571761,c Boyce b Christian,33,35,3,0,94.29,1
Nic Maddinson,333780,c McDermott b Mills,7,6,1,0,116.67,1
Jordan Silk,437669,c Doolan b Mills,45,37,2,2,121.62,1
Sam Billings,297628,not out ,61,31,6,3,196.77,1
Ben Dwarshuis,679567,not out ,3,6,0,0,50.0,1
