Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Rahul Tripathi,446763,c †Karthik b Russell,27,15,4,1,180.0,0
Jos Buttler †,308967,c Scantlebury-Searles b Kuldeep Yadav,39,22,5,2,177.27,0
Ajinkya Rahane (c),277916, b Kuldeep Yadav,11,12,1,0,91.67,0
Sanju Samson,425943,lbw b Narine,12,10,2,0,120.0,0
Ben Stokes,311158,c & b Kuldeep Yadav,11,13,0,0,84.62,0
Stuart Binny,27223,st †Karthik b Kuldeep Yadav,1,4,0,0,25.0,0
Krishnappa Gowtham,424377,c †Karthik b Shivam Mavi,3,5,0,0,60.0,0
Jaydev Unadkat,390484, b Prasidh Krishna,26,18,3,1,144.44,0
Ish Sodhi,559066,c †Karthik b Prasidh Krishna,1,6,0,0,16.67,0
Jofra Archer,669855,c Shubman Gill b Russell,6,5,1,0,120.0,0
Anureet Singh,376324,not out ,3,4,0,0,75.0,0
Sunil Narine,230558,c Gowtham b Stokes,21,7,2,2,300.0,1
Chris Lynn,326637,c Anureet Singh b Stokes,45,42,5,1,107.14,1
Robin Uthappa,35582,c Tripathi b Stokes,4,6,0,0,66.67,1
Nitish Rana,604527,lbw b Sodhi,21,17,2,1,123.53,1
Dinesh Karthik (c)†,30045,not out ,41,31,5,1,132.26,1
Andre Russell,276298,not out ,11,5,2,0,220.0,1
