Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Robin Uthappa †,35582,run out (Sharma),70,49,76,6,2,142.86,0
Gautam Gambhir (c),28763,run out (Maxwell/Sandeep Sharma),54,45,59,6,1,120.0,0
Yusuf Pathan,32498,not out ,19,16,34,0,1,118.75,0
Andre Russell,276298,run out (†Saha/Sandeep Sharma),16,10,17,1,1,160.0,0
Murali Vijay (c),237095,c Shakib Al Hasan b Morkel,6,11,15,1,0,54.55,1
Marcus Stoinis,325012,c Chawla b Russell,0,3,2,0,0,0.0,1
Manan Vohra,532856,c Shakib Al Hasan b Russell,0,5,10,0,0,0.0,1
Wriddhiman Saha †,279810, b Chawla,24,20,24,3,0,120.0,1
Glenn Maxwell,325026,lbw b Chawla,68,42,53,6,4,161.9,1
David Miller,321777,c sub (R Sathish) b Russell,13,18,42,0,0,72.22,1
Gurkeerat Singh Mann,537124,run out (sub [R Sathish]/†Uthappa),11,11,24,1,0,100.0,1
Axar Patel,554691,run out (Russell),21,7,10,1,2,300.0,1
Swapnil Singh,232292,lbw b Russell,0,1,3,0,0,0.0,1
Mohit Sharma,537119,not out ,1,1,3,0,0,100.0,1
Sandeep Sharma,438362,not out ,1,1,1,0,0,100.0,1
