Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Alastair Cook,11728, b Boult,2,7,9,0,0,28.57,0
Mark Stoneman,229954,c Latham b Southee,35,111,160,4,0,31.53,0
James Vince,296597,lbw b Southee,18,41,61,3,0,43.9,0
Joe Root (c),303669, b Southee,37,63,80,5,0,58.73,0
Dawid Malan,236489,lbw b Boult,0,1,4,0,0,0.0,0
Ben Stokes,311158,c †Watling b Boult,25,63,88,4,0,39.68,0
Jonny Bairstow †,297433,c Taylor b Boult,101,170,252,11,1,59.41,0
Stuart Broad,10617,c Sodhi b Southee,5,6,13,1,0,83.33,0
Mark Wood,351588, b Southee,52,62,79,7,1,83.87,0
Jack Leach,455524,c †Watling b Southee,16,54,64,2,0,29.63,0
James Anderson,8608,not out ,0,4,8,0,0,0.0,0
Jeet Raval,277914,c †Bairstow b Anderson,5,15,21,0,0,33.33,1
Tom Latham,388802,c †Bairstow b Broad,0,3,6,0,0,0.0,1
Kane Williamson (c),277906,c †Bairstow b Anderson,22,48,83,1,0,45.83,1
Ross Taylor,38699,c Cook b Broad,2,13,15,0,0,15.38,1
Henry Nicholls,539511,lbw b Broad,0,7,12,0,0,0.0,1
BJ Watling †,38924, b Anderson,85,220,306,11,1,38.64,1
Colin de Grandhomme,55395,c †Bairstow b Broad,72,151,207,7,0,47.68,1
Tim Southee,232364, b Anderson,50,48,82,8,1,104.17,1
Ish Sodhi,559066,c †Bairstow b Broad,1,7,7,0,0,14.29,1
Neil Wagner,233713,not out ,24,27,58,2,1,88.89,1
Trent Boult,277912,c Malan b Broad,16,22,42,1,0,72.73,1
Alastair Cook,11728,c †Watling b Boult,14,26,32,2,0,53.85,2
Mark Stoneman,229954,c †Watling b Southee,60,139,185,6,0,43.17,2
James Vince,296597,c Taylor b Boult,76,128,179,10,0,59.38,2
Joe Root (c),303669,c †Watling b Wagner,54,128,182,4,0,42.19,2
Dawid Malan,236489,c Nicholls b de Grandhomme,53,105,152,7,0,50.48,2
Ben Stokes,311158,c Raval b de Grandhomme,12,21,29,2,0,57.14,2
Jonny Bairstow †,297433,c Nicholls b Wagner,36,54,83,5,0,66.67,2
Stuart Broad,10617,c Sodhi b de Grandhomme,12,8,10,2,0,150.0,2
Mark Wood,351588, b de Grandhomme,9,14,16,2,0,64.29,2
Jack Leach,455524,not out ,14,20,28,1,0,70.0,2
Tom Latham,388802,c Vince b Leach,83,207,282,10,0,40.1,3
Jeet Raval,277914,c Stoneman b Broad,17,60,90,2,0,28.33,3
Kane Williamson (c),277906,c †Bairstow b Broad,0,1,1,0,0,0.0,3
Ross Taylor,38699,c Cook b Leach,13,23,34,2,0,56.52,3
Henry Nicholls,539511,c Cook b Anderson,13,24,25,1,0,54.17,3
BJ Watling †,38924,c Anderson b Wood,19,66,81,3,0,28.79,3
Colin de Grandhomme,55395,c Leach b Wood,45,97,137,6,0,46.39,3
Ish Sodhi,559066,not out ,56,168,200,9,0,33.33,3
Neil Wagner,233713,c Vince b Root,7,103,107,1,0,6.8,3
Tim Southee,232364,not out ,0,0,1,0,0,,3
