Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Niroshan Dickwella †,429754,c †Miller b Steyn,0,2,1,0,0,0.0,0
Avishka Fernando,784369,c Hendricks b Sipamla,16,15,25,0,2,106.67,0
Kusal Mendis,629074,c Sipamla b Rabada,0,6,8,0,0,0.0,0
Kamindu Mendis,784373,st †Miller b Imran Tahir,41,29,45,3,2,141.38,0
Angelo Perera,300629, b Phehlukwayo,16,18,23,1,0,88.89,0
Thisara Perera,233514,c du Plessis b Phehlukwayo,19,21,32,0,1,90.48,0
Dhananjaya de Silva,465793, b Phehlukwayo,14,19,30,0,0,73.68,0
Isuru Udana,328026,not out ,12,6,9,1,0,200.0,0
Akila Dananjaya,574178,not out ,8,4,8,2,0,200.0,0
Quinton de Kock,379143,c Dickwella b Dananjaya,13,17,25,2,0,76.47,1
Reeza Hendricks,269280,run out (Dananjaya/†Dickwella),8,8,16,1,0,100.0,1
Faf du Plessis (c),44828,c de Silva b Vandersay,21,23,23,2,1,91.3,1
Rassie van der Dussen,337790,c Udana b Malinga,34,30,48,1,1,113.33,1
David Miller †,321777,run out (BKG Mendis/†Dickwella),41,23,37,5,1,178.26,1
Jean-Paul Duminy,44932,run out (Dananjaya/†Dickwella),9,7,33,1,0,128.57,1
Andile Phehlukwayo,540316,c Udana b de Silva,4,4,5,1,0,100.0,1
Kagiso Rabada,550215, b Malinga,0,4,7,0,0,0.0,1
Dale Steyn,47492,not out ,1,3,11,0,0,33.33,1
Imran Tahir,40618,not out ,1,1,3,0,0,100.0,1
