Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
David Warner,219889,st †Dhoni b Harbhajan Singh,57,45,63,3,2,126.67,0
Jonny Bairstow †,297433,c †Dhoni b Harbhajan Singh,0,2,9,0,0,0.0,0
Manish Pandey,290630,not out ,83,49,84,7,3,169.39,0
Vijay Shankar,477021,c Jadeja b Chahar,26,20,25,2,1,130.0,0
Yusuf Pathan,32498,not out ,5,4,5,0,0,125.0,0
Shane Watson,8180,c †Bairstow b Kumar,96,53,91,9,6,181.13,1
Faf du Plessis,44828,run out (Hooda),1,7,12,0,0,14.29,1
Suresh Raina,33335,st †Bairstow b Rashid Khan,38,24,42,6,1,158.33,1
Ambati Rayudu,33141,c Shankar b Sandeep Sharma,21,25,49,1,0,84.0,1
Kedar Jadhav,290716,not out ,11,10,14,0,1,110.0,1
Dwayne Bravo,51439,not out ,0,0,1,0,0,,1
