Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
William Porterfield (c),24611,c Asghar Afghan b Aftab Alam,14,34,40,1,0,41.18,0
Paul Stirling,303427,c †Mohammad Shahzad b Aftab Alam,2,3,8,0,0,66.67,0
Andy Balbirnie,303423,c †Mohammad Shahzad b Gulbadin Naib,17,23,40,2,0,73.91,0
Niall O'Brien †,24289,lbw b Gulbadin Naib,1,3,5,0,0,33.33,0
Simi Singh,1005257,lbw b Rashid Khan,17,27,33,2,0,62.96,0
Kevin O'Brien,24605,lbw b Rashid Khan,16,12,22,3,0,133.33,0
Gary Wilson,24609,lbw b Asghar Afghan,23,36,55,1,0,63.89,0
Andy McBrine,417381,c Aftab Alam b Mohammad Nabi,16,50,72,1,0,32.0,0
Tim Murtagh,17134,lbw b Rashid Khan,2,13,12,0,0,15.38,0
Boyd Rankin,24599,c Gulbadin Naib b Mohammad Nabi,4,13,21,0,0,30.77,0
Peter Chase,524845,not out ,4,3,7,1,0,133.33,0
Mohammad Shahzad †,419873,c Murtagh b Rankin,1,2,6,0,0,50.0,1
Ihsanullah,703323,not out ,57,62,95,6,2,91.94,1
Rahmat Shah,533956,c †NJ O'Brien b Murtagh,33,35,37,5,0,94.29,1
Hashmatullah Shahidi,440970,not out ,34,44,52,5,0,77.27,1
