Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Tamim Iqbal,56194, b Malinga,0,2,0,0,0.0,0
Soumya Sarkar,436677,c NLTC Perera b Sanjaya,29,20,3,1,145.0,0
Sabbir Rahman,373538,run out (Prasanna),16,14,2,0,114.29,0
Mushfiqur Rahim †,56029, b Gunaratne,8,9,1,0,88.89,0
Shakib Al Hasan,56143,c Gunaratne b Prasanna,11,15,0,0,73.33,0
Mosaddek Hossain,550133,not out ,34,30,3,0,113.33,0
Mahmudullah,56025, b Malinga,31,26,3,0,119.23,0
Mashrafe Mortaza (c),56007,not out ,9,5,1,0,180.0,0
Kusal Perera †,300631,c Soumya Sarkar b Taskin Ahmed,77,53,9,1,145.28,1
Upul Tharanga (c),50747,c Mustafizur Rahman b Mashrafe Mortaza,24,23,4,0,104.35,1
Dilshan Munaweera,304735,c & b Mashrafe Mortaza,8,6,1,0,133.33,1
Asela Gunaratne,360456,run out (Sabbir Rahman),17,18,1,0,94.44,1
Seekkuge Prasanna,268740,not out ,22,12,1,2,183.33,1
Thisara Perera,233514,not out ,4,1,1,0,400.0,1
