Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Rahmanullah Gurbaz †,974087,c †Mutumbami b Ngarava,9,8,6,2,0,112.5,0
Usman Ghani,711559,c Muzarabani b Tiripano,49,34,50,5,2,144.12,0
Karim Janat,793467, b Burl,53,38,53,3,4,139.47,0
Najibullah Zadran,524049,c Burl b Muzarabani,12,15,27,1,0,80.0,0
Mohammad Nabi,25913,c Musakanda b Muzarabani,40,15,25,2,4,266.67,0
Asghar Afghan (c),320652,not out ,14,7,17,1,1,200.0,0
Rashid Khan,793463,not out ,9,5,8,1,0,180.0,0
Tinashe Kamunhukamwe,713811,lbw b Naveen-ul-Haq,0,1,3,0,0,0.0,1
Tarisai Musakanda,596375,c Najibullah Zadran b Amir Hamza,22,15,32,3,0,146.67,1
Sean Williams (c),55870, b Mohammad Nabi,9,4,9,2,0,225.0,1
Wesley Madhevere,938959,c Usman Ghani b Naveen-ul-Haq,7,4,8,1,0,175.0,1
Sikandar Raza,299572,c Amir Hamza b Fareed Ahmad,15,13,19,2,0,115.38,1
Richmond Mutumbami †,235516,lbw b Mohammad Nabi,21,21,44,1,0,100.0,1
Ryan Burl,495964,c Usman Ghani b Rashid Khan,40,29,50,1,3,137.93,1
Donald Tiripano,392945, b Rashid Khan,24,14,18,3,1,171.43,1
Brandon Mavuta,806239,c Naveen-ul-Haq b Rashid Khan,0,1,2,0,0,0.0,1
Blessing Muzarabani,827051, b Karim Janat,0,1,3,0,0,0.0,1
Richard Ngarava,806241,not out ,0,0,1,0,0,,1
