Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Prithvi Shaw,1070168, b Kumar,11,11,9,2,0,100.0,0
Shikhar Dhawan,28235,c Sandeep Sharma b Mohammad Nabi,12,14,25,1,0,85.71,0
Shreyas Iyer (c),642519, b Rashid Khan,43,41,70,3,1,104.88,0
Rishabh Pant †,931581,c Hooda b Mohammad Nabi,5,7,17,0,0,71.43,0
Rahul Tewatia,423838,c Mohammad Nabi b Sandeep Sharma,5,7,7,1,0,71.43,0
Colin Ingram,45705,c Pandey b Kaul,5,8,13,0,0,62.5,0
Chris Morris,439952,c Mohammad Nabi b Kumar,17,15,24,1,1,113.33,0
Axar Patel,554691,not out ,23,13,16,1,2,176.92,0
Kagiso Rabada,550215,c Kumar b Kaul,3,4,3,0,0,75.0,0
Ishant Sharma,236779,not out ,0,0,2,0,0,,0
David Warner,219889,c Morris b Rabada,10,18,36,0,0,55.56,1
Jonny Bairstow †,297433,lbw b Tewatia,48,28,29,9,1,171.43,1
Vijay Shankar,477021,c Iyer b Patel,16,21,36,1,0,76.19,1
Manish Pandey,290630,c Shaw b Sharma,10,13,23,0,0,76.92,1
Deepak Hooda,497121,c Rabada b Lamichhane,10,11,11,1,0,90.91,1
Yusuf Pathan,32498,not out ,9,11,18,1,0,81.82,1
Mohammad Nabi,25913,not out ,17,9,12,2,1,188.89,1
