Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Tamim Iqbal (c),56194,lbw b Boult,13,15,16,1,1,86.67,0
Liton Das,536936,c Boult b Neesham,19,36,56,1,0,52.78,0
Soumya Sarkar,436677,c Conway b Boult,0,3,3,0,0,0.0,0
Mushfiqur Rahim †,56029,c Guptill b Neesham,23,49,75,2,0,46.94,0
Mohammad Mithun,269237,run out (Neesham),9,27,49,1,0,33.33,0
Mahmudullah,56025,c Santner b Henry,27,54,83,1,1,50.0,0
Mehidy Hasan Miraz,629063, b Santner,1,10,16,0,0,10.0,0
Mahedi Hasan,833087,c Nicholls b Santner,14,20,17,1,1,70.0,0
Taskin Ahmed,538506,c Santner b Boult,10,32,48,1,0,31.25,0
Hasan Mahmud,926629, b Boult,1,5,5,0,0,20.0,0
Mustafizur Rahman,330902,not out ,1,1,3,0,0,100.0,0
Martin Guptill,226492,c †Mushfiqur Rahim b Taskin Ahmed,38,19,28,3,4,200.0,1
Henry Nicholls,539511,not out ,49,53,96,6,0,92.45,1
Devon Conway,379140,c Mahmudullah b Hasan Mahmud,27,52,61,2,0,51.92,1
Will Young,547749,not out ,11,6,6,2,0,183.33,1
