Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Martin Guptill,226492,lbw b Rubel Hossain,33,35,61,4,1,94.29,0
Luke Ronchi †,7502,c Mustafizur Rahman b Taskin Ahmed,16,18,33,2,0,88.89,0
Kane Williamson (c),277906,run out (Shakib Al Hasan/Mosaddek Hossain),57,69,95,5,0,82.61,0
Ross Taylor,38699,c Mustafizur Rahman b Taskin Ahmed,63,82,106,6,0,76.83,0
Neil Broom,36581,c Tamim Iqbal b Mosaddek Hossain,36,40,60,3,0,90.0,0
James Neesham,355269,st †Mushfiqur Rahim b Mosaddek Hossain,23,24,34,3,0,95.83,0
Corey Anderson,277662,lbw b Mosaddek Hossain,0,1,4,0,0,0.0,0
Mitchell Santner,502714,not out ,14,18,34,0,0,77.78,0
Adam Milne,450860, b Mustafizur Rahman,7,8,14,0,0,87.5,0
Tim Southee,232364,not out ,10,5,9,2,0,200.0,0
Tamim Iqbal,56194,lbw b Southee,0,2,3,0,0,0.0,1
Soumya Sarkar,436677,lbw b Southee,3,13,26,0,0,23.08,1
Sabbir Rahman,373538,c †Ronchi b Southee,8,9,12,2,0,88.89,1
Mushfiqur Rahim †,56029, b Milne,14,34,45,2,0,41.18,1
Shakib Al Hasan,56143, b Boult,114,115,184,11,1,99.13,1
Mahmudullah,56025,not out ,102,107,158,8,2,95.33,1
Mosaddek Hossain,550133,not out ,7,4,5,1,0,175.0,1
