Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Will Pucovski,772365,lbw b Saini,62,110,148,4,0,56.36,0
David Warner,219889,c Pujara b Mohammed Siraj,5,8,15,0,0,62.5,0
Marnus Labuschagne,787987,c Rahane b Jadeja,91,196,277,11,0,46.43,0
Steven Smith,267192,run out (Jadeja),131,226,298,16,0,57.96,0
Matthew Wade,230193,c Bumrah b Jadeja,13,16,22,2,0,81.25,0
Cameron Green,1076713,lbw b Bumrah,0,21,30,0,0,0.0,0
Tim Paine (c)†,7252, b Bumrah,1,10,16,0,0,10.0,0
Pat Cummins,489889, b Jadeja,0,13,27,0,0,0.0,0
Mitchell Starc,311592,c Shubman Gill b Saini,24,30,31,2,1,80.0,0
Nathan Lyon,272279,lbw b Jadeja,0,3,3,0,0,0.0,0
Josh Hazlewood,288284,not out ,1,6,14,0,0,16.67,0
Rohit Sharma,34102,c & b Hazlewood,26,77,110,3,1,33.77,1
Shubman Gill,1070173,c Green b Cummins,50,101,134,8,0,49.5,1
Cheteshwar Pujara,32540,c †Paine b Cummins,50,176,277,5,0,28.41,1
Ajinkya Rahane (c),277916, b Cummins,22,70,94,1,1,31.43,1
Hanuma Vihari,452044,run out (Hazlewood),4,38,55,0,0,10.53,1
Rishabh Pant †,931581,c Warner b Hazlewood,36,67,100,4,0,53.73,1
Ravindra Jadeja,234675,not out ,28,37,75,5,0,75.68,1
Ravichandran Ashwin,26421,run out (Cummins/Labuschagne),10,15,22,2,0,66.67,1
Navdeep Saini,700167,c Wade b Starc,3,13,10,0,0,23.08,1
Jasprit Bumrah,625383,run out (Labuschagne),0,2,8,0,0,0.0,1
Mohammed Siraj,940973,c †Paine b Cummins,6,10,27,1,0,60.0,1
David Warner,219889,lbw b Ashwin,13,29,48,1,0,44.83,2
Will Pucovski,772365,c sub (WP Saha) b Mohammed Siraj,10,16,28,2,0,62.5,2
Marnus Labuschagne,787987,c sub (WP Saha) b Saini,73,118,180,9,0,61.86,2
Steven Smith,267192,lbw b Ashwin,81,167,260,8,1,48.5,2
Matthew Wade,230193,c sub (WP Saha) b Saini,4,11,15,1,0,36.36,2
Cameron Green,1076713,c sub (WP Saha) b Bumrah,84,132,182,8,4,63.64,2
Tim Paine (c)†,7252,not out ,39,52,99,6,0,75.0,2
Rohit Sharma,34102,c Starc b Cummins,52,98,137,5,1,53.06,3
Shubman Gill,1070173,c †Paine b Hazlewood,31,64,102,4,0,48.44,3
Cheteshwar Pujara,32540, b Hazlewood,77,205,285,12,0,37.56,3
Ajinkya Rahane (c),277916,c Wade b Lyon,4,18,22,0,0,22.22,3
Rishabh Pant †,931581,c Cummins b Lyon,97,118,181,12,3,82.2,3
Hanuma Vihari,452044,not out ,23,161,237,4,0,14.29,3
Ravichandran Ashwin,26421,not out ,39,128,190,7,0,30.47,3
