Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Ahmed Shehzad,259410,c Wahab Riaz b Sammy,71,38,7,4,186.84,0
Luke Wright,23460, b Hasan Ali,12,7,1,1,171.43,0
Kevin Pietersen,19296,c Mohammad Asghar b Wahab Riaz,40,22,2,3,181.82,0
Rilee Rossouw,318845, b Wahab Riaz,17,18,0,0,94.44,0
Sarfaraz Ahmed (c)†,227760,run out (Hasan Ali),17,20,0,0,85.0,0
Anwar Ali,232491,run out (Malan/Hasan Ali),20,10,3,0,200.0,0
Saad Nasim,317248, b Wahab Riaz,9,4,2,0,225.0,0
Mohammad Nawaz,348148,not out ,1,1,0,0,100.0,0
Hassan Khan,959789,not out ,1,1,0,0,100.0,0
Kamran Akmal †,41028,c Pietersen b Zulfiqar Babar,1,7,0,0,14.29,1
Dawid Malan,236489,c & b Mills,56,30,8,1,186.67,1
Marlon Samuels,52983,run out (Ahmed Shehzad),1,3,0,0,33.33,1
Mohammad Hafeez,41434,c Saad Nasim b Mohammad Nawaz,77,47,5,6,163.83,1
Shahid Afridi,42639,c Mohammad Nawaz b Anwar Ali,34,13,1,4,261.54,1
Haris Sohail,318788, b Mohammad Nawaz,6,6,1,0,100.0,1
Daren Sammy (c),53115,not out ,11,11,1,0,100.0,1
Chris Jordan,288992,c †Sarfraz Ahmed b Mohammad Nawaz,0,1,0,0,0.0,1
Wahab Riaz,43590,run out (†Sarfraz Ahmed),0,1,0,0,0.0,1
Hasan Ali,681305,run out (†Sarfraz Ahmed),0,1,0,0,0.0,1
