Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Ahmed Shehzad,259410,c †Gulraiz Sadaf b McClenaghan,32,34,3,1,94.12,0
Kumar Sangakkara †,50710,c Devcich b Narine,45,30,8,1,150.0,0
Sohaib Maqsood,43266, b Narine,16,18,1,0,88.89,0
Shoaib Malik (c),42657,c Sohail Akhtar b Shaheen Shah Afridi,3,10,0,0,30.0,0
Kieron Pollard,230559, b Sohail Khan,9,11,1,0,81.82,0
Ross Whiteley,288617, b Shaheen Shah Afridi,0,1,0,0,0.0,0
Saif Badar,922967,c Agha Salman b Shaheen Shah Afridi,0,2,0,0,0.0,0
Sohail Tanvir,43265,run out (Fakhar Zaman/McCullum),2,3,0,0,66.67,0
Imran Tahir,40618,not out ,2,5,0,0,40.0,0
Junaid Khan,259551,lbw b Shaheen Shah Afridi,1,3,0,0,33.33,0
Mohammad Irfan,429981, b Shaheen Shah Afridi,0,1,0,0,0.0,0
Fakhar Zaman,512191,c Pollard b Imran Tahir,16,11,3,0,145.45,1
Anton Devcich,36948,c †Sangakkara b Shoaib Malik,22,9,5,0,244.44,1
Agha Salman,623977,c †Sangakkara b Mohammad Irfan,3,8,0,0,37.5,1
Gulraiz Sadaf †,279506,c Ahmed Shehzad b Saif Badar,27,40,3,0,67.5,1
Brendon McCullum (c),37737,not out ,35,35,2,1,100.0,1
Sohail Akhtar,532424,not out ,11,9,0,1,122.22,1
