Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Josh Philippe †,1124282,run out (Tye/Hardie),9,8,0,1,112.5,0
James Vince,296597,c Marsh b Fawad Ahmed,95,60,10,3,158.33,0
Daniel Hughes,571761,c Munro b Richardson,13,10,0,1,130.0,0
Moises Henriques (c),5961,c Hardie b Tye,18,11,2,0,163.64,0
Jordan Silk,437669,not out ,17,11,2,0,154.55,0
Dan Christian,4864,c Munro b Tye,20,14,1,1,142.86,0
Carlos Brathwaite,457249,c Behrendorff b Richardson,10,6,2,0,166.67,0
Cameron Bancroft,501011,c Vince b Bird,30,19,4,1,157.89,1
Liam Livingstone,403902,c Silk b Bird,45,35,3,2,128.57,1
Colin Munro,232359,c Henriques b Abbott,2,4,0,0,50.0,1
Josh Inglis †,662235,c Henriques b Dwarshuis,22,20,2,0,110.0,1
Mitchell Marsh,272450,c Vince b Dwarshuis,11,10,1,0,110.0,1
Ashton Turner (c),500268,c Bird b Abbott,11,9,1,0,122.22,1
Aaron Hardie,1124283,c O'Keefe b Dwarshuis,26,13,1,2,200.0,1
Jhye Richardson,774223,not out ,7,7,0,0,100.0,1
Andrew Tye,459508,c Henriques b Christian,0,3,0,0,0.0,1
Jason Behrendorff,272477,c Abbott b Christian,0,1,0,0,0.0,1
Fawad Ahmed,240609,not out ,0,0,0,0,,1
