Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Parthiv Patel †,32242,lbw b Rana,25,24,32,3,0,104.17,0
Virat Kohli (c),253802,c & b Kuldeep Yadav,84,49,77,9,2,171.43,0
AB de Villiers,44936,c Shubman Gill b Narine,63,32,51,5,4,196.88,0
Marcus Stoinis,325012,not out ,28,13,14,3,1,215.38,0
Moeen Ali,8917,not out ,0,2,7,0,0,0.0,0
Chris Lynn,326637, b Negi,43,31,62,4,2,138.71,1
Sunil Narine,230558,c Negi b Saini,10,8,12,2,0,125.0,1
Robin Uthappa,35582,c Southee b Negi,33,25,40,6,0,132.0,1
Nitish Rana,604527,c sub (H Klaasen) b Chahal,37,23,33,1,2,160.87,1
Dinesh Karthik (c)†,30045,c Chahal b Saini,19,15,34,1,1,126.67,1
Andre Russell,276298,not out ,48,13,27,1,7,369.23,1
Shubman Gill,1070173,not out ,3,3,16,0,0,100.0,1
