Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Max Bryant,1088608,c Ferguson b Cook,29,23,4,0,126.09,0
Sam Heazlett,826679,c Ross b Sams,20,12,4,0,166.67,0
Chris Lynn (c),326637,c Ross b Green,69,44,3,5,156.82,0
Dan Lawrence,641423,c Hales b Cook,20,19,1,1,105.26,0
Tom Cooper,219885, b McAndrew,5,7,0,0,71.43,0
Jack Wildermuth,570854,c Sangha b Sams,31,11,0,4,281.82,0
Jimmy Peirson †,444970,not out ,1,1,0,0,100.0,0
Mark Steketee,555853,not out ,0,3,0,0,0.0,0
Usman Khawaja,215155,c †Peirson b Wildermuth,17,9,3,0,188.89,1
Alex Hales,249866, b Wildermuth,0,1,0,0,0.0,1
Callum Ferguson (c),5236,c Laughlin b Wildermuth,0,4,0,0,0.0,1
Alex Ross,333624, b Kuhnemann,34,24,5,0,141.67,1
Baxter Holt †,1126693,c Kuhnemann b Mujeeb Ur Rahman,23,24,3,0,95.83,1
Ben Cutting,230371, b Steketee,29,23,1,2,126.09,1
Daniel Sams,826901,not out ,65,25,3,7,260.0,1
Chris Green,787073,not out ,6,4,1,0,150.0,1
